#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11604102	0.0000	0	0	2.0000	2	2	0.0000	1.0000	1.0000	1.0000
14675480	0.0000	0	5	2.0000	7	2	0.7143	1.0000	0.2857	0.4444
17465682	0.0000	0	4	9.0000	13	9	0.3077	1.0000	0.6923	0.8182
15328538	0.0000	0	2	12.0000	14	12	0.1429	1.0000	0.8571	0.9231
16027110	0.0000	0	1	1.0000	2	1	0.5000	1.0000	0.5000	0.6667
16968134	0.0000	0	0	2.0000	2	2	0.0000	1.0000	1.0000	1.0000
17206865	0.0000	0	16	1.0000	17	1	0.9412	1.0000	0.0588	0.1111
16800892	0.0000	0	0	1.0000	1	1	0.0000	1.0000	1.0000	1.0000
15238161	1.4010	0	0	0.5990	2	2	0.7005	0.2995	0.2995	0.2995
17201918	0.0000	0	2	1.0000	3	1	0.6667	1.0000	0.3333	0.5000
15070402	0.0000	0	20	4.0000	24	4	0.8333	1.0000	0.1667	0.2857
17565376	0.0000	0	3	3.0000	6	3	0.5000	1.0000	0.5000	0.6667
17677002	0.0000	0	0	2.0000	2	2	0.0000	1.0000	1.0000	1.0000
16787536	0.0000	0	0	1.0000	1	1	0.0000	1.0000	1.0000	1.0000
TOTAL	1.4010	0	53	41.5990	96	43	0.5667	0.9674	0.4333	0.5985
