#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	0.0000	45	11	4.0000	15	49	3.7333	0.0816	0.2667	0.1250
14624252	0.0000	19	31	1.0000	32	20	1.5625	0.0500	0.0313	0.0385
14691534	1.8309	47	59	1.1691	62	50	1.7392	0.0234	0.0189	0.0209
15018652	0.9019	8	11	1.0981	13	10	1.5309	0.1098	0.0845	0.0955
15070402	0.9352	30	52	3.0648	56	34	1.4810	0.0901	0.0547	0.0681
15238161	1.0000	9	22	0.0000	23	10	1.3913	0.0000	0.0000	0.0000
15328538	0.9853	94	114	8.0147	123	103	1.6991	0.0778	0.0652	0.0709
15560850	0.0000	21	18	4.0000	22	25	1.7727	0.1600	0.1818	0.1702
15619330	0.0000	15	34	1.0000	35	16	1.4000	0.0625	0.0286	0.0392
15784609	0.0000	7	81	4.0000	85	11	1.0353	0.3636	0.0471	0.0833
15850489	1.8031	39	207	2.1969	211	43	1.1744	0.0511	0.0104	0.0173
15882093	0.0000	10	77	0.0000	77	10	1.1299	0.0000	0.0000	0.0000
16026622	2.8639	87	81	0.1361	84	90	2.0341	0.0015	0.0016	0.0016
16027110	0.0000	14	36	1.0000	37	15	1.3514	0.0667	0.0270	0.0385
16410827	0.7090	21	19	3.2910	23	25	1.7700	0.1316	0.1431	0.1371
16517939	0.9733	41	32	3.0267	36	45	2.0548	0.0673	0.0841	0.0747
16611361	0.0000	11	9	0.0000	9	11	2.2222	0.0000	0.0000	0.0000
16787536	0.7966	117	48	5.2034	54	123	3.0703	0.0423	0.0964	0.0588
16800892	0.0000	7	70	2.0000	72	9	1.0694	0.2222	0.0278	0.0494
16968134	0.0000	57	46	7.0000	53	64	1.9434	0.1094	0.1321	0.1197
17029558	0.0000	18	40	1.0000	41	19	1.4146	0.0526	0.0244	0.0333
17201918	0.0000	79	114	6.0000	120	85	1.6083	0.0706	0.0500	0.0585
17206865	0.0000	25	34	2.0000	36	27	1.6389	0.0741	0.0556	0.0635
17465682	5.1240	64	216	3.8760	225	73	1.2672	0.0531	0.0172	0.0260
17503968	12.7808	269	439	24.2192	476	306	1.5142	0.0791	0.0509	0.0619
17565376	0.9902	52	30	6.0098	37	59	2.2430	0.1019	0.1624	0.1252
17677002	1.9455	52	53	2.0545	57	56	1.8762	0.0367	0.0360	0.0364
TOTAL	33.6397	1258	1984	96.3603	2114	1388	1.5495	0.0694	0.0456	0.0550
