#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	17.7486	5	1	100.2514	119	123	0.1996	0.8151	0.8424	0.8285
11604102	4.4167	1	0	25.5833	30	31	0.1806	0.8253	0.8528	0.8388
14624252	48.6468	1	131	122.3532	302	172	0.5982	0.7114	0.4051	0.5163
14675480	2.5421	1	1	42.4579	46	46	0.0987	0.9230	0.9230	0.9230
14691534	8.2714	5	2	60.7286	71	74	0.2151	0.8207	0.8553	0.8376
15018652	1.6203	3	0	68.3797	70	73	0.0660	0.9367	0.9769	0.9564
15070402	1.0000	1	0	60.0000	61	62	0.0328	0.9677	0.9836	0.9756
15238161	49.2837	25	12	238.7163	300	313	0.2876	0.7627	0.7957	0.7788
15328538	2.1741	7	0	11.8259	14	21	0.6553	0.5631	0.8447	0.6758
15560850	5.0000	1	0	34.0000	39	40	0.1538	0.8500	0.8718	0.8608
15615595	0.0000	0	0	5.0000	5	5	0.0000	1.0000	1.0000	1.0000
15619330	11.5464	3	4	112.4536	128	127	0.1449	0.8855	0.8785	0.8820
15784609	6.8091	3	3	70.1909	80	80	0.1601	0.8774	0.8774	0.8774
15850489	0.0000	1	0	11.0000	11	12	0.0909	0.9167	1.0000	0.9565
15882093	20.8215	10	0	218.1785	239	249	0.1290	0.8762	0.9129	0.8942
16026622	4.6006	1	17	37.3994	59	43	0.3831	0.8698	0.6339	0.7333
16027110	6.0000	0	0	33.0000	39	39	0.1538	0.8462	0.8462	0.8462
16410827	20.0750	7	3	161.9250	185	189	0.1626	0.8567	0.8753	0.8659
16517939	5.6805	3	0	34.3195	40	43	0.2170	0.7981	0.8580	0.8270
16611361	3.4066	2	0	22.5934	26	28	0.2079	0.8069	0.8690	0.8368
16787536	8.0478	0	1	24.9522	34	33	0.2661	0.7561	0.7339	0.7448
16800892	0.5762	2	0	25.4238	26	28	0.0991	0.9080	0.9778	0.9416
16968134	15.0339	0	1	220.9661	237	236	0.0677	0.9363	0.9323	0.9343
17029558	11.4609	18	13	64.5391	89	94	0.4771	0.6866	0.7252	0.7053
17201918	21.3035	5	5	70.6965	97	97	0.3227	0.7288	0.7288	0.7288
17206865	16.8690	10	5	106.1310	128	133	0.2490	0.7980	0.8291	0.8133
17465682	38.3991	48	0	35.6009	74	122	1.1676	0.2918	0.4811	0.3633
17503968	133.9895	57	1	49.0105	184	240	1.0434	0.2042	0.2664	0.2312
17565376	30.1680	28	11	82.8320	124	141	0.5578	0.5875	0.6680	0.6251
17677002	0.0000	1	0	15.0000	15	16	0.0667	0.9375	1.0000	0.9677
TOTAL	495.4913	249	211	2165.5087	2872	2910	0.3327	0.7442	0.7540	0.7491
