#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	12.6529	3	4	87.3471	104	103	0.1890	0.8480	0.8399	0.8439
11604102	0.4167	1	1	22.5833	24	24	0.1007	0.9410	0.9410	0.9410
14624252	5.7276	0	192	43.2724	241	49	0.8204	0.8831	0.1796	0.2984
14675480	1.5533	1	4	21.4467	27	24	0.2427	0.8936	0.7943	0.8410
14691534	3.0425	3	2	20.9575	26	27	0.3093	0.7762	0.8061	0.7908
15018652	0.2632	1	4	49.7368	54	51	0.0975	0.9752	0.9211	0.9474
15070402	0.0000	1	2	0.0000	2	1	1.5000	0.0000	0.0000	0.0000
15238161	9.4674	5	98	49.5326	157	64	0.7164	0.7739	0.3155	0.4483
15328538	0.6389	0	4	4.3611	9	5	0.5154	0.8722	0.4846	0.6230
15560850	0.0000	1	1	4.0000	5	5	0.4000	0.8000	0.8000	0.8000
15615595	0.0000	0	0	5.0000	5	5	0.0000	1.0000	1.0000	1.0000
15619330	0.5263	1	12	32.4737	45	34	0.3006	0.9551	0.7216	0.8221
15784609	1.6117	0	12	32.3883	46	34	0.2959	0.9526	0.7041	0.8097
15850489	0.1304	2	0	8.8696	9	11	0.2367	0.8063	0.9855	0.8870
15882093	4.1420	2	5	168.8580	178	175	0.0626	0.9649	0.9486	0.9567
16026622	0.0000	2	30	22.0000	52	24	0.6154	0.9167	0.4231	0.5789
16027110	0.0000	0	0	5.0000	5	5	0.0000	1.0000	1.0000	1.0000
16410827	5.4783	3	17	125.5217	148	134	0.1722	0.9367	0.8481	0.8902
16517939	0.8693	1	2	15.1307	18	17	0.2150	0.8900	0.8406	0.8646
16611361	2.7399	0	1	16.2601	20	19	0.1870	0.8558	0.8130	0.8338
16787536	0.2632	0	5	13.7368	19	14	0.2770	0.9812	0.7230	0.8325
16800892	0.1304	0	3	8.8696	12	9	0.2609	0.9855	0.7391	0.8447
16968134	4.5298	2	7	27.4702	39	34	0.3469	0.8079	0.7044	0.7526
17029558	8.7961	8	37	34.2039	80	51	0.6725	0.6707	0.4275	0.5222
17201918	10.3187	9	6	42.6813	59	62	0.4291	0.6884	0.7234	0.7055
17206865	8.4187	21	12	34.5813	55	64	0.7531	0.5403	0.6288	0.5812
17465682	0.0000	1	49	15.0000	64	16	0.7813	0.9375	0.2344	0.3750
17503968	0.8086	0	146	2.1914	149	3	0.9853	0.7305	0.0147	0.0288
17565376	1.9855	0	30	52.0145	84	54	0.3808	0.9632	0.6192	0.7538
17677002	0.0000	1	3	10.0000	13	11	0.3077	0.9091	0.7692	0.8333
TOTAL	84.5115	69	689	975.4885	1749	1129	0.4817	0.8640	0.5577	0.6779
