#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	1.2139	0	0	1.7861	3	3	0.4046	0.5954	0.5954	0.5954
17029558	3.6781	0	7	16.3219	27	20	0.3955	0.8161	0.6045	0.6945
14691534	17.9731	0	9	11.0269	38	29	0.7098	0.3802	0.2902	0.3292
17503968	32.6775	0	61	81.3225	175	114	0.5353	0.7134	0.4647	0.5628
11604102	7.0000	0	3	36.0000	46	43	0.2174	0.8372	0.7826	0.8090
14675480	9.5090	0	14	30.4910	54	40	0.4354	0.7623	0.5646	0.6487
16517939	20.0000	0	2	9.0000	31	29	0.7097	0.3103	0.2903	0.3000
15615595	0.0000	0	1	4.0000	5	4	0.2000	1.0000	0.8000	0.8889
17465682	9.8021	1	8	19.1979	37	30	0.5082	0.6399	0.5189	0.5731
15328538	22.7823	1	42	36.2177	101	60	0.6513	0.6036	0.3586	0.4499
16027110	1.6823	0	23	46.3177	71	48	0.3476	0.9650	0.6524	0.7784
16968134	3.5298	3	80	45.4702	129	52	0.6708	0.8744	0.3525	0.5024
14624252	16.5360	1	150	119.4640	286	137	0.5858	0.8720	0.4177	0.5648
17206865	2.6749	1	0	1.3251	4	5	0.9187	0.2650	0.3313	0.2945
15018652	4.0000	0	1	12.0000	17	16	0.2941	0.7500	0.7059	0.7273
16611361	17.2500	0	1	16.7500	35	34	0.5214	0.4926	0.4786	0.4855
15784609	4.0000	2	0	22.0000	26	28	0.2308	0.7857	0.8462	0.8148
16800892	21.1146	0	14	67.8854	103	89	0.3409	0.7628	0.6591	0.7071
16410827	5.0000	7	14	44.0000	63	56	0.4127	0.7857	0.6984	0.7395
15238161	0.6149	0	0	12.3851	13	13	0.0473	0.9527	0.9527	0.9527
17201918	13.1530	0	13	64.8470	91	78	0.2874	0.8314	0.7126	0.7674
15070402	3.1006	0	0	29.8994	33	33	0.0940	0.9060	0.9060	0.9060
15850489	3.0325	0	43	92.9675	139	96	0.3312	0.9684	0.6688	0.7912
17565376	4.0000	0	2	24.0000	30	28	0.2000	0.8571	0.8000	0.8276
16026622	8.9434	2	6	36.0566	51	47	0.3322	0.7672	0.7070	0.7358
17677002	7.9860	0	0	30.0140	38	38	0.2102	0.7898	0.7898	0.7898
15560850	3.3412	0	2	16.6588	22	20	0.2428	0.8329	0.7572	0.7933
15619330	0.0000	3	0	4.0000	4	7	0.7500	0.5714	1.0000	0.7273
15882093	3.3182	4	73	36.6818	113	44	0.7108	0.8337	0.3246	0.4673
16787536	6.1269	1	8	22.8731	37	30	0.4088	0.7624	0.6182	0.6828
TOTAL	254.0403	26	577	990.9597	1822	1271	0.4704	0.7797	0.5439	0.6408
