#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	0.8730	0	0	52.1270	53	53	0.0165	0.9835	0.9835	0.9835
11604102	20.6836	0	3	77.3164	101	98	0.2345	0.7889	0.7655	0.7770
14624252	0.9651	0	0	54.0349	55	55	0.0175	0.9825	0.9825	0.9825
14675480	1.9769	0	4	38.0231	44	40	0.1358	0.9506	0.8642	0.9053
14691534	5.5707	1	0	139.4293	145	146	0.0453	0.9550	0.9616	0.9583
15018652	0.9982	0	0	35.0018	36	36	0.0277	0.9723	0.9723	0.9723
15070402	5.5112	2	3	44.4888	53	52	0.1983	0.8556	0.8394	0.8474
15238161	13.3759	1	2	52.6241	68	67	0.2408	0.7854	0.7739	0.7796
15328538	0.0000	0	0	82.0000	82	82	0.0000	1.0000	1.0000	1.0000
15560850	0.9856	0	0	51.0144	52	52	0.0190	0.9810	0.9810	0.9810
15615595	0.9865	0	0	58.0135	59	59	0.0167	0.9833	0.9833	0.9833
15619330	3.7660	1	2	50.2340	56	55	0.1208	0.9133	0.8970	0.9051
15784609	0.9817	1	0	52.0183	53	54	0.0374	0.9633	0.9815	0.9723
15850489	0.0000	1	0	151.0000	151	152	0.0066	0.9934	1.0000	0.9967
15882093	4.8769	1	3	85.1231	93	91	0.0955	0.9354	0.9153	0.9253
16026622	7.5524	1	2	82.4476	92	91	0.1147	0.9060	0.8962	0.9011
16027110	22.7828	0	13	105.2172	141	128	0.2538	0.8220	0.7462	0.7823
16410827	16.2501	0	1	57.7499	75	74	0.2300	0.7804	0.7700	0.7752
16517939	12.8730	0	7	100.1270	120	113	0.1656	0.8861	0.8344	0.8595
16611361	2.8507	0	0	65.1493	68	68	0.0419	0.9581	0.9581	0.9581
16787536	8.6582	0	1	41.3418	51	50	0.1894	0.8268	0.8106	0.8186
16800892	16.2642	4	1	136.7358	154	157	0.1381	0.8709	0.8879	0.8793
16968134	13.7949	1	0	54.2051	68	69	0.2176	0.7856	0.7971	0.7913
17029558	26.9365	4	16	152.0635	195	183	0.2407	0.8309	0.7798	0.8046
17201918	11.5094	4	2	209.4906	223	225	0.0785	0.9311	0.9394	0.9352
17206865	10.4287	2	1	107.5713	119	120	0.1128	0.8964	0.9040	0.9002
17465682	2.8954	0	0	285.1046	288	288	0.0101	0.9899	0.9899	0.9899
17503968	20.5998	0	0	68.4002	89	89	0.2315	0.7685	0.7685	0.7685
17565376	34.9106	5	18	142.0894	195	182	0.2970	0.7807	0.7287	0.7538
17677002	4.9269	13	1	116.0731	122	134	0.1551	0.8662	0.9514	0.9068
TOTAL	274.7850	42	80	2746.2150	3101	3063	0.1280	0.8966	0.8856	0.8910
