#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	0.9093	25	1	13.0907	15	39	1.7940	0.3357	0.8727	0.4848
11604102	0.9099	14	4	20.0901	25	35	0.7564	0.5740	0.8036	0.6697
14624252	2.6492	42	5	24.3508	32	69	1.5515	0.3529	0.7610	0.4822
14675480	2.9992	30	5	29.0008	37	62	1.0270	0.4678	0.7838	0.5859
14691534	6.5504	74	13	42.4496	62	123	1.5089	0.3451	0.6847	0.4589
15018652	0.7426	16	3	9.2574	13	26	1.5187	0.3561	0.7121	0.4747
15070402	1.8466	54	19	35.1534	56	91	1.3365	0.3863	0.6277	0.4783
15238161	1.0000	96	4	18.0000	23	115	4.3913	0.1565	0.7826	0.2609
15328538	14.9140	48	35	73.0860	123	136	0.7960	0.5374	0.5942	0.5644
15560850	1.5659	31	5	15.4341	22	48	1.7075	0.3215	0.7015	0.4410
15615595	1.0000	50	3	20.0000	24	71	2.2500	0.2817	0.8333	0.4211
15619330	1.9127	43	8	25.0873	35	70	1.5118	0.3584	0.7168	0.4779
15784609	1.7248	63	14	69.2752	85	134	0.9262	0.5170	0.8150	0.6327
15850489	19.1177	53	89	102.8823	211	175	0.7636	0.5879	0.4876	0.5331
15882093	3.8617	77	4	69.1383	77	150	1.1021	0.4609	0.8979	0.6091
16026622	8.8545	38	58	17.1455	84	64	1.2483	0.2679	0.2041	0.2317
16027110	0.2023	62	10	26.7977	37	89	1.9514	0.3011	0.7243	0.4254
16410827	3.6624	74	1	18.3376	23	96	3.4201	0.1910	0.7973	0.3082
16517939	0.2196	94	10	25.7804	36	120	2.8950	0.2148	0.7161	0.3305
16611361	0.0000	19	0	9.0000	9	28	2.1111	0.3214	1.0000	0.4865
16787536	10.0666	48	11	32.9334	54	91	1.2790	0.3619	0.6099	0.4543
16800892	0.6882	67	21	50.3118	72	118	1.2318	0.4264	0.6988	0.5296
16968134	2.5631	73	0	50.4369	53	126	1.4257	0.4003	0.9516	0.5635
17029558	4.0303	137	8	28.9697	41	170	3.6349	0.1704	0.7066	0.2746
17201918	4.9173	140	16	99.0827	120	244	1.3410	0.4061	0.8257	0.5444
17206865	5.0762	57	3	27.9238	36	90	1.8077	0.3103	0.7757	0.4432
17465682	32.3675	96	59	133.6325	225	262	0.8327	0.5100	0.5939	0.5488
17503968	60.6751	125	103	312.3249	476	498	0.6065	0.6272	0.6561	0.6413
17565376	7.0168	131	8	21.9832	37	160	3.9464	0.1374	0.5941	0.2232
17677002	4.7768	56	16	36.2232	57	97	1.3470	0.3734	0.6355	0.4704
TOTAL	206.8207	1933	536	1457.1793	2200	3597	1.2163	0.4051	0.6624	0.5027
