#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	4.5244	1	3	30.4756	38	36	0.2243	0.8465	0.8020	0.8237
17029558	15.6012	9	9	55.3988	80	80	0.4200	0.6925	0.6925	0.6925
14691534	3.9096	20	10	68.0904	82	92	0.4135	0.7401	0.8304	0.7826
17503968	68.8530	14	64	83.1470	216	166	0.6799	0.5009	0.3849	0.4353
11604102	5.7361	5	4	60.2639	70	71	0.2105	0.8488	0.8609	0.8548
14675480	32.8894	13	11	132.1106	176	178	0.3232	0.7422	0.7506	0.7464
16517939	8.5111	4	4	69.4889	82	82	0.2014	0.8474	0.8474	0.8474
15615595	6.2925	5	6	35.7075	48	47	0.3603	0.7597	0.7439	0.7517
17465682	17.5308	19	15	119.4692	152	156	0.3390	0.7658	0.7860	0.7758
15328538	16.8629	15	7	73.1371	97	105	0.4006	0.6965	0.7540	0.7241
16027110	14.3999	27	2	85.6001	102	127	0.4255	0.6740	0.8392	0.7476
16968134	21.6787	36	9	158.3213	189	216	0.3528	0.7330	0.8377	0.7818
14624252	19.8811	12	34	55.1189	109	87	0.6044	0.6336	0.5057	0.5624
17206865	40.8381	29	10	129.1619	180	199	0.4435	0.6491	0.7176	0.6816
15018652	8.2911	4	7	42.7089	58	55	0.3326	0.7765	0.7364	0.7559
16611361	2.6354	1	2	38.3646	43	42	0.1311	0.9134	0.8922	0.9027
15784609	5.7588	4	5	79.2412	90	89	0.1640	0.8904	0.8805	0.8854
16800892	4.3665	5	13	166.6335	184	176	0.1216	0.9468	0.9056	0.9257
16410827	34.7021	18	29	142.2979	206	195	0.3966	0.7297	0.6908	0.7097
15238161	31.2473	19	9	124.7527	165	175	0.3591	0.7129	0.7561	0.7338
17201918	79.3195	71	24	202.6805	306	353	0.5697	0.5742	0.6624	0.6151
15070402	17.0357	9	9	139.9643	166	166	0.2111	0.8432	0.8432	0.8432
15850489	5.6034	5	8	47.3966	61	58	0.3050	0.8172	0.7770	0.7966
17565376	9.0066	20	15	57.9934	82	87	0.5367	0.6666	0.7072	0.6863
16026622	12.8642	10	27	32.1358	72	55	0.6926	0.5843	0.4463	0.5061
17677002	8.9981	4	6	82.0019	97	95	0.1959	0.8632	0.8454	0.8542
15560850	8.0404	5	0	48.9596	57	62	0.2288	0.7897	0.8589	0.8228
15619330	20.6444	9	6	93.3556	120	123	0.2970	0.7590	0.7780	0.7684
15882093	42.0182	18	13	213.9818	269	274	0.2714	0.7810	0.7955	0.7881
16787536	14.7097	41	6	63.2903	84	119	0.7346	0.5319	0.7535	0.6235
TOTAL	582.7504	452	367	2731.2496	3681	3766	0.3808	0.7252	0.7420	0.7335
