#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	1.5564	6	0	75.4436	77	83	0.0981	0.9090	0.9798	0.9430
17029558	2.7653	55	2	63.2347	68	121	0.8789	0.5226	0.9299	0.6692
14691534	8.2054	64	16	113.7946	138	186	0.6392	0.6118	0.8246	0.7024
17503968	0.0000	48	0	4.0000	4	52	12.0000	0.0769	1.0000	0.1429
11604102	4.8277	37	9	107.1723	121	149	0.4201	0.7193	0.8857	0.7939
14675480	7.8933	7	0	62.1067	70	77	0.2128	0.8066	0.8872	0.8450
16517939	18.9211	45	33	216.0789	268	280	0.3616	0.7717	0.8063	0.7886
15615595	0.0000	37	1	28.0000	29	65	1.3103	0.4308	0.9655	0.5957
17465682	0.9137	24	0	60.0863	61	85	0.4084	0.7069	0.9850	0.8231
15328538	0.0000	7	6	49.0000	55	56	0.2364	0.8750	0.8909	0.8829
16027110	7.8919	65	3	143.1081	154	216	0.4928	0.6625	0.9293	0.7736
16968134	1.6186	29	3	60.3814	65	91	0.5172	0.6635	0.9289	0.7741
14624252	1.5496	29	0	108.4504	110	139	0.2777	0.7802	0.9859	0.8711
17206865	4.0977	32	2	149.9023	156	186	0.2442	0.8059	0.9609	0.8766
15018652	3.7407	5	2	68.2593	74	77	0.1451	0.8865	0.9224	0.9041
16611361	5.5538	11	60	131.4462	197	148	0.3886	0.8881	0.6672	0.7620
15784609	4.7043	21	5	140.2957	150	166	0.2047	0.8452	0.9353	0.8879
16800892	30.2846	100	59	369.7154	459	500	0.4124	0.7394	0.8055	0.7710
16410827	4.2870	65	20	152.7130	177	222	0.5044	0.6879	0.8628	0.7655
15238161	1.9676	39	0	16.0324	18	57	2.2760	0.2813	0.8907	0.4275
17201918	1.1750	56	4	33.8250	39	91	1.5686	0.3717	0.8673	0.5204
15070402	6.0999	20	4	89.9001	100	116	0.3010	0.7750	0.8990	0.8324
15850489	0.0000	40	38	111.0000	149	151	0.5235	0.7351	0.7450	0.7400
17565376	2.3962	48	0	36.6038	39	87	1.2922	0.4207	0.9386	0.5810
16026622	1.7891	30	14	142.2109	158	174	0.2898	0.8173	0.9001	0.8567
17677002	11.2698	40	3	164.7302	179	216	0.3032	0.7626	0.9203	0.8341
15560850	0.0000	14	0	37.0000	37	51	0.3784	0.7255	1.0000	0.8409
15619330	1.0000	26	3	27.0000	31	54	0.9677	0.5000	0.8710	0.6353
15882093	2.5199	58	1	115.4801	119	176	0.5170	0.6561	0.9704	0.7829
16787536	14.5318	38	3	126.4682	144	179	0.3856	0.7065	0.8783	0.7831
TOTAL	151.5605	1096	291	3003.4395	3446	4251	0.4465	0.7065	0.8716	0.7804
