#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	22.7634	4	0	37.2366	60	64	0.4461	0.5818	0.6206	0.6006
11604102	1.4801	2	2	64.5199	68	68	0.0806	0.9488	0.9488	0.9488
14624252	0.0000	4	10	147.0000	157	151	0.0892	0.9735	0.9363	0.9545
14675480	0.0000	2	0	55.0000	55	57	0.0364	0.9649	1.0000	0.9821
14691534	1.7514	5	2	100.2486	104	107	0.0841	0.9369	0.9639	0.9502
15018652	1.0000	0	0	51.0000	52	52	0.0192	0.9808	0.9808	0.9808
15070402	12.4535	4	17	204.5465	234	221	0.1430	0.9255	0.8741	0.8991
15238161	1.8872	7	2	208.1128	212	217	0.0514	0.9590	0.9817	0.9702
15328538	0.0000	5	1	19.0000	20	24	0.3000	0.7917	0.9500	0.8636
15560850	0.7546	3	0	47.2454	48	51	0.0782	0.9264	0.9843	0.9545
15615595	0.0000	2	0	6.0000	6	8	0.3333	0.7500	1.0000	0.8571
15619330	3.8979	6	1	170.1021	175	180	0.0623	0.9450	0.9720	0.9583
15784609	0.0000	4	0	57.0000	57	61	0.0702	0.9344	1.0000	0.9661
15850489	3.2873	0	0	21.7127	25	25	0.1315	0.8685	0.8685	0.8685
15882093	0.8328	1	0	112.1672	113	114	0.0162	0.9839	0.9926	0.9883
16026622	9.9054	1	0	51.0946	61	62	0.1788	0.8241	0.8376	0.8308
16027110	6.7819	12	0	131.2181	138	150	0.1361	0.8748	0.9509	0.9112
16410827	0.6952	12	0	170.3048	171	183	0.0742	0.9306	0.9959	0.9622
16517939	2.0000	1	0	37.0000	39	40	0.0769	0.9250	0.9487	0.9367
16611361	0.0000	0	0	30.0000	30	30	0.0000	1.0000	1.0000	1.0000
16787536	14.2420	2	36	70.7580	121	87	0.4318	0.8133	0.5848	0.6804
16800892	8.3313	2	2	42.6687	53	53	0.2327	0.8051	0.8051	0.8051
16968134	14.0946	7	1	243.9054	259	265	0.0853	0.9204	0.9417	0.9309
17029558	1.7373	12	6	40.2627	48	54	0.4112	0.7456	0.8388	0.7895
17201918	6.7327	6	2	115.2673	124	128	0.1188	0.9005	0.9296	0.9148
17206865	24.4802	3	19	259.5198	303	287	0.1534	0.9043	0.8565	0.8797
17465682	1.3716	1	1	63.6284	66	66	0.0511	0.9641	0.9641	0.9641
17503968	8.0905	11	83	169.9095	261	189	0.3912	0.8990	0.6510	0.7552
17565376	3.8533	11	17	106.1467	127	121	0.2508	0.8772	0.8358	0.8560
17677002	3.7567	3	0	26.2433	30	33	0.2252	0.7953	0.8748	0.8331
TOTAL	156.1808	133	202	2858.8192	3217	3148	0.1527	0.9081	0.8887	0.8983
