#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	23.4185	0	2	93.5815	119	117	0.2136	0.7998	0.7864	0.7931
11604102	5.0000	0	2	23.0000	30	28	0.2333	0.8214	0.7667	0.7931
14624252	48.9594	1	156	97.0406	302	147	0.6820	0.6601	0.3213	0.4323
14675480	1.6667	1	3	41.3333	46	44	0.1232	0.9394	0.8986	0.9185
14691534	7.0425	1	3	60.9575	71	69	0.1555	0.8834	0.8586	0.8708
15018652	1.6203	1	2	66.3797	70	69	0.0660	0.9620	0.9483	0.9551
15070402	1.0000	2	0	60.0000	61	63	0.0492	0.9524	0.9836	0.9677
15238161	17.2313	0	97	185.7687	300	203	0.3808	0.9151	0.6192	0.7386
15328538	0.9990	1	4	9.0010	14	11	0.4285	0.8183	0.6429	0.7201
15560850	2.0000	0	1	36.0000	39	38	0.0769	0.9474	0.9231	0.9351
15615595	0.0000	0	0	5.0000	5	5	0.0000	1.0000	1.0000	1.0000
15619330	9.5263	10	7	111.4737	128	131	0.2072	0.8509	0.8709	0.8608
15784609	5.5321	0	10	64.4679	80	70	0.1942	0.9210	0.8058	0.8596
15850489	0.7766	0	0	10.2234	11	11	0.0706	0.9294	0.9294	0.9294
15882093	6.4456	2	4	228.5544	239	237	0.0521	0.9644	0.9563	0.9603
16026622	3.0000	0	28	28.0000	59	31	0.5254	0.9032	0.4746	0.6222
16027110	6.0000	0	0	33.0000	39	39	0.1538	0.8462	0.8462	0.8462
16410827	17.1646	0	10	157.8354	185	175	0.1468	0.9019	0.8532	0.8769
16517939	0.8693	0	2	37.1307	40	38	0.0717	0.9771	0.9283	0.9521
16611361	3.7399	0	0	22.2601	26	26	0.1438	0.8562	0.8562	0.8562
16787536	5.2632	1	2	26.7368	34	33	0.2430	0.8102	0.7864	0.7981
16800892	1.6718	0	3	21.3282	26	23	0.1797	0.9273	0.8203	0.8705
16968134	16.9378	0	7	213.0622	237	230	0.1010	0.9264	0.8990	0.9125
17029558	15.1564	12	29	44.8436	89	72	0.6310	0.6228	0.5039	0.5571
17201918	21.4700	0	8	67.5300	97	89	0.3038	0.7588	0.6962	0.7261
17206865	17.8389	18	8	102.1611	128	138	0.3425	0.7403	0.7981	0.7681
17465682	48.3774	1	0	25.6226	74	75	0.6673	0.3416	0.3463	0.3439
17503968	146.0000	0	14	24.0000	184	170	0.8696	0.1412	0.1304	0.1356
17565376	26.7375	0	24	73.2625	124	100	0.4092	0.7326	0.5908	0.6541
17677002	2.0000	1	1	12.0000	15	15	0.2667	0.8000	0.8000	0.8000
TOTAL	463.4450	52	427	1981.5550	2872	2497	0.3281	0.7936	0.6900	0.7381
