#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	14.3637	2	1	37.6363	53	54	0.3276	0.6970	0.7101	0.7035
11604102	19.2934	4	3	63.7066	86	87	0.3057	0.7323	0.7408	0.7365
14624252	104.0366	16	14	100.9634	219	221	0.6120	0.4568	0.4610	0.4589
14675480	31.5428	10	12	175.4572	219	217	0.2445	0.8086	0.8012	0.8048
14691534	20.5454	22	8	121.4546	150	164	0.3370	0.7406	0.8097	0.7736
15018652	13.0499	6	8	49.9501	71	69	0.3810	0.7239	0.7035	0.7136
15070402	30.3785	12	4	170.6215	205	213	0.2262	0.8010	0.8323	0.8164
15238161	63.4213	16	8	386.5787	458	466	0.1909	0.8296	0.8441	0.8368
15328538	21.4803	6	5	111.5197	138	139	0.2354	0.8023	0.8081	0.8052
15560850	17.4053	7	6	62.5947	86	87	0.3536	0.7195	0.7278	0.7236
15615595	8.4336	2	8	52.5664	69	63	0.2672	0.8344	0.7618	0.7965
15619330	25.1812	13	6	121.8188	153	160	0.2888	0.7614	0.7962	0.7784
15784609	8.7435	2	5	106.2565	120	117	0.1312	0.9082	0.8855	0.8967
15850489	12.5188	3	6	114.4812	133	130	0.1618	0.8806	0.8608	0.8706
15882093	92.9664	15	5	268.0336	366	376	0.3087	0.7129	0.7323	0.7225
16026622	19.5685	6	28	65.4315	113	91	0.4741	0.7190	0.5790	0.6415
16027110	82.4738	14	4	111.5262	198	208	0.5074	0.5362	0.5633	0.5494
16410827	62.0886	16	30	259.9114	352	338	0.3071	0.7690	0.7384	0.7534
16517939	25.8464	3	6	105.1536	137	134	0.2544	0.7847	0.7675	0.7760
16611361	6.9745	2	4	70.0255	81	79	0.1602	0.8864	0.8645	0.8753
16787536	29.6319	22	8	96.3681	134	148	0.4450	0.6511	0.7192	0.6835
16800892	37.7268	4	28	212.2732	278	254	0.2508	0.8357	0.7636	0.7980
16968134	70.5530	28	19	229.4470	319	328	0.3685	0.6995	0.7193	0.7093
17029558	28.7654	7	8	97.2346	134	133	0.3266	0.7311	0.7256	0.7283
17201918	126.1063	31	27	287.8937	441	445	0.4175	0.6470	0.6528	0.6499
17206865	59.8709	19	12	178.1291	250	257	0.3635	0.6931	0.7125	0.7027
17465682	24.7738	11	11	171.2262	207	207	0.2260	0.8272	0.8272	0.8272
17503968	111.3896	15	20	266.6104	398	393	0.3678	0.6784	0.6699	0.6741
17565376	30.5796	19	21	101.4204	153	151	0.4613	0.6717	0.6629	0.6672
17677002	12.2034	10	7	106.7966	126	129	0.2318	0.8279	0.8476	0.8376
TOTAL	1211.9133	343	332	4303.0867	5847	5858	0.3227	0.7346	0.7359	0.7353
