#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	4.0623	76	2	31.9377	38	112	2.1595	0.2852	0.8405	0.4258
17029558	23.4701	263	10	46.5299	80	333	3.7059	0.1397	0.5816	0.2253
14691534	19.8963	296	9	53.1037	82	369	3.9621	0.1439	0.6476	0.2355
17503968	56.7711	264	103	56.2289	216	377	1.9619	0.1491	0.2603	0.1896
11604102	11.6004	86	3	55.3996	70	153	1.4371	0.3621	0.7914	0.4969
14675480	35.3623	139	46	94.6377	176	269	1.2521	0.3518	0.5377	0.4253
16517939	19.8532	157	8	54.1468	82	231	2.2543	0.2344	0.6603	0.3460
15615595	5.8004	97	7	35.1996	48	138	2.2875	0.2551	0.7333	0.3785
17465682	28.5668	302	24	99.4332	152	430	2.3327	0.2312	0.6542	0.3417
15328538	22.7899	102	16	58.2101	97	183	1.4514	0.3181	0.6001	0.4158
16027110	16.2303	190	15	70.7697	102	277	2.1689	0.2555	0.6938	0.3735
16968134	51.0187	225	8	129.9813	189	406	1.5027	0.3202	0.6877	0.4369
14624252	38.0272	180	22	48.9728	109	267	2.2021	0.1834	0.4493	0.2605
17206865	46.6616	205	31	102.3384	180	354	1.5703	0.2891	0.5685	0.3833
15018652	10.9118	59	9	38.0882	58	108	1.3605	0.3527	0.6567	0.4589
16611361	7.4690	37	3	32.5310	43	77	1.1039	0.4225	0.7565	0.5422
15784609	19.7446	82	7	63.2554	90	165	1.2083	0.3834	0.7028	0.4961
16800892	27.7860	259	8	148.2140	184	435	1.6021	0.3407	0.8055	0.4789
16410827	52.2356	228	32	121.7644	206	402	1.5157	0.3029	0.5911	0.4005
15238161	68.8692	334	6	90.1308	165	493	2.4780	0.1828	0.5462	0.2740
17201918	116.8487	297	47	142.1513	306	556	1.5060	0.2557	0.4645	0.3298
15070402	36.7807	188	10	119.2193	166	344	1.4143	0.3466	0.7182	0.4675
15850489	9.4081	158	4	47.5919	61	215	2.8100	0.2214	0.7802	0.3449
17565376	32.8044	221	5	44.1956	82	298	3.1562	0.1483	0.5390	0.2326
16026622	28.0178	178	15	28.9822	72	235	3.0697	0.1233	0.4025	0.1888
17677002	15.2384	176	13	68.7616	97	260	2.1056	0.2645	0.7089	0.3852
15560850	17.7533	54	0	39.2467	57	111	1.2588	0.3536	0.6885	0.4672
15619330	25.7684	143	14	80.2316	120	249	1.5231	0.3222	0.6686	0.4349
15882093	80.6050	278	19	169.3950	269	528	1.4037	0.3208	0.6297	0.4251
16787536	17.4554	138	11	55.5446	84	211	1.9816	0.2632	0.6612	0.3766
TOTAL	947.8069	5412	507	2226.1931	3681	8586	1.8655	0.2593	0.6048	0.3630
