Ontology	support	precision	recall	f1 score
CHEBI	0.0000	0.0000	0.0000
CL	0.9167	0.0629	0.1176
GO_BP	0.2500	0.0588	0.0952
GO_CC	0.2000	0.0714	0.1053
GO_MF	0.0000	0.0000	0.0000
MOP	0.0000	0.0000	0.0000
NCBITaxon	0.0000	0.0000	0.0000
PR	0.0000	0.0000	0.0000
SO	0.2500	0.0222	0.0408
UBERON	0.0938	0.0254	0.0400
