Ontology	support	precision	recall	f1 score
CHEBI	0.0000	0.0000	0.0000
CL	0.0000	0.0000	0.0000
GO_BP	0.0000	0.0000	0.0000
GO_CC	0.0417	0.0714	0.0526
GO_MF	0.0000	0.0000	0.0000
MOP	0.0000	0.0000	0.0000
NCBITaxon	0.0000	0.0000	0.0000
PR	0.0000	0.0000	0.0000
SO	0.0000	0.0000	0.0000
UBERON	0.0000	0.0000	0.0000
