Ontology	support	precision	recall	f1 score
CHEBI	0.0000	0.0000	0.0000
CL	0.2766	0.0743	0.1171
GO_BP	0.0087	0.0368	0.0140
GO_CC	0.0000	0.0000	0.0000
GO_MF	0.0000	0.0000	0.0000
MOP	0.0000	0.0000	0.0000
NCBITaxon	0.0000	0.0000	0.0000
PR	0.0000	0.0000	0.0000
SO	0.0000	0.0000	0.0000
UBERON	0.0000	0.0000	0.0000
