Ontology	support	precision	recall	f1 score
CHEBI	0.0000	0.0000	0.0000
CL	0.7826	0.1029	0.1818
GO_BP	0.3841	0.2132	0.2742
GO_CC	0.5000	0.2143	0.3000
GO_MF	0.0000	0.0000	0.0000
MOP	0.0000	0.0000	0.0000
NCBITaxon	0.0000	0.0000	0.0000
PR	0.3333	0.0455	0.0800
SO	0.6000	0.2000	0.3000
UBERON	0.2000	0.0593	0.0915
