#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	29.3195	6	1	110.6805	141	146	0.2576	0.7581	0.7850	0.7713
17029558	125.6206	4	43	188.3794	357	318	0.4835	0.5924	0.5277	0.5582
14691534	125.8909	6	64	325.1091	515	457	0.3804	0.7114	0.6313	0.6689
17503968	4.6667	25	4	17.3333	26	47	1.2949	0.3688	0.6667	0.4749
11604102	15.0323	3	10	258.9677	284	277	0.0987	0.9349	0.9119	0.9232
14675480	91.2987	12	117	206.7013	415	310	0.5308	0.6668	0.4981	0.5702
16517939	44.2833	7	35	363.7167	443	415	0.1948	0.8764	0.8210	0.8478
15615595	40.8333	5	53	92.1667	186	138	0.5314	0.6679	0.4955	0.5689
17465682	13.0833	2	21	139.9167	174	155	0.2074	0.9027	0.8041	0.8506
15328538	6.7333	4	15	176.2667	198	187	0.1300	0.9426	0.8902	0.9157
16027110	44.7509	3	25	380.2491	450	428	0.1617	0.8884	0.8450	0.8662
16968134	86.4190	5	93	237.5810	417	329	0.4423	0.7221	0.5697	0.6369
14624252	76.4580	9	42	273.5420	392	359	0.3251	0.7620	0.6978	0.7285
17206865	52.9979	5	3	324.0021	380	382	0.1605	0.8482	0.8526	0.8504
15018652	25.9486	1	7	109.0514	142	136	0.2391	0.8018	0.7680	0.7845
16611361	73.4648	1	53	223.5352	350	298	0.3642	0.7501	0.6387	0.6899
15784609	61.2001	1	51	241.7999	354	304	0.3198	0.7954	0.6831	0.7350
16800892	50.1174	13	147	647.8826	845	711	0.2487	0.9112	0.7667	0.8328
16410827	82.3610	37	21	243.6390	347	363	0.4045	0.6712	0.7021	0.6863
15238161	13.3333	7	12	53.6667	79	74	0.4093	0.7252	0.6793	0.7015
17201918	25.2928	7	38	130.7072	194	163	0.3623	0.8019	0.6737	0.7323
15070402	18.9743	3	15	193.0257	227	215	0.1629	0.8978	0.8503	0.8734
15850489	24.3131	6	50	236.6869	311	267	0.2582	0.8865	0.7611	0.8190
17565376	1.1404	3	9	120.8596	131	125	0.1003	0.9669	0.9226	0.9442
16026622	18.2749	3	11	203.7251	233	225	0.1385	0.9054	0.8744	0.8896
17677002	93.2144	6	27	375.7856	496	475	0.2545	0.7911	0.7576	0.7740
15560850	20.9167	3	21	85.0833	127	109	0.3537	0.7806	0.6699	0.7210
15619330	36.0000	10	14	127.0000	177	173	0.3390	0.7341	0.7175	0.7257
15882093	97.4707	4	19	252.5293	369	354	0.3265	0.7134	0.6844	0.6986
16787536	52.6310	3	14	309.3690	376	365	0.1852	0.8476	0.8228	0.8350
TOTAL	1452.0414	204	1035	6648.9586	9136	8305	0.2946	0.8006	0.7278	0.7625
